"19577","1","https://www.youtube.com/watch?v=GntK18PU8GI","1","public","1","1"
"19570","1","https://www.youtube.com/watch?v=2MpgM7OKFTQ","1","public","1","1"
"19566","1","https://www.youtube.com/watch?v=TQy-3cFtk-s","1","public","1","1"
"19561","1","https://www.youtube.com/watch?v=NqkjgfCOQTo","1","public","1","1"
"19557","1","https://www.youtube.com/watch?v=6mjUH_nCgZA","1","public","1","1"
"19281","1","https://www.youtube.com/watch?v=hTUVmRoEbiA","1","public","1","1"
"19272","1","https://www.youtube.com/watch?v=kjyh7tRnKC0","1","public","1","1"
"19288","1","https://www.youtube.com/watch?v=93COiz5qgls","1","public","1","1"
"19286","1","https://www.youtube.com/watch?v=IkrBqd_TU24","1","public","1","1"
"19285","1","https://www.youtube.com/watch?v=rHBH7JSCjE4","1","public","1","1"
"19271","1","https://www.youtube.com/watch?v=FDRyQeCHA1Y","1","public","1","1"
"19274","1","https://www.youtube.com/watch?v=9ravwNenZWo","1","public","1","1"
"19275","1","https://www.youtube.com/watch?v=T-DxBjPtuPQ","1","public","1","1"
"19278","1","https://www.youtube.com/watch?v=Qb9HxdLzCpo","1","public","1","1"
"19192","1","https://www.youtube.com/watch?v=zVONnVCPjNA","1","public","1","1"
"19195","1","https://www.youtube.com/watch?v=t_a2x9Do8uE","1","public","1","1"
"19193","1","https://www.youtube.com/watch?v=x25Lvad9pm0","1","public","1","1"
"19191","1","https://www.youtube.com/watch?v=S6MnFsRNkkk","1","public","1","1"
"19190","1","https://www.youtube.com/watch?v=0w5fnSlrhoE","1","public","1","1"
"19189","1","https://www.youtube.com/watch?v=aslSvAwzF_k","1","public","1","1"
"19188","1","https://www.youtube.com/watch?v=4bT18eSaINA","1","public","1","1"
"19187","1","https://www.youtube.com/watch?v=6PPH9ks6n4I","1","public","1","1"
"19186","1","https://www.youtube.com/watch?v=Yli1FdtRJio","1","public","1","1"
"19185","1","https://www.youtube.com/watch?v=uPtCPI8uP9o","1","public","1","1"
"19184","1","https://www.youtube.com/watch?v=6mEgSYD94Nw","1","public","1","1"
"19183","1","https://www.youtube.com/watch?v=agi_uAukUd0","1","public","1","1"
"18959","1","https://www.youtube.com/watch?v=wKqVF3pzHm0","1","public","1","1"
"18958","1","https://www.youtube.com/watch?v=vVOyl_11PJM","1","public","1","1"
"18950","1","https://www.youtube.com/watch?v=hhV2T8Cl_2E","1","public","1","1"
"18949","1","https://www.youtube.com/watch?v=3DKu_TFcSgo","1","public","1","1"
"18940","1","https://www.youtube.com/watch?v=DW351CpICXY","1","public","1","1"
